x,y,z
10.812,11.349,4.079
11.2,-1.155,5.392
0.977,5.966,-1.916
6.384,2.873,11.168
5.803,5.28,0.108
4.692,4.74,4.464
8.274,5.285,4.177
11.064,12.08,3.682
4.158,4.174,4.34
5.286,5.393,0.93
4.289,5.12,4.746
1.55,5.822,-2.169
-0.01,6.186,-1.808
10.316,9.844,9.095
11.322,-1.334,6.091
8.702,5.322,3.611
10.273,11.95,3.887
10.402,11.367,6.187
9.54,12.434,4.0
9.893,10.02,8.856
5.561,5.749,0.746
5.328,5.153,0.841
10.18,12.644,3.84
6.097,5.12,-0.175
6.957,2.322,10.072
12.204,-0.103,6.781
7.501,3.675,10.931
10.11,11.819,5.808
9.474,9.328,8.706
10.427,11.086,6.046
5.756,3.211,11.375
10.065,9.508,9.158
6.15,3.507,10.642
11.593,-0.848,7.296
7.203,5.327,3.827
-0.641,5.744,9.451
9.185,12.969,5.338
11.298,10.632,6.271
10.002,10.51,9.568
-0.674,6.166,10.299
-1.507,7.198,9.043
10.224,9.692,9.23
11.854,-0.669,6.037
11.444,-0.929,7.107
4.659,4.025,4.932
10.768,9.388,9.082
10.072,10.166,9.388
4.4,4.826,4.91
9.537,12.402,5.642
1.095,6.279,-2.09
3.893,4.217,4.341
11.59,10.022,6.961
9.223,12.424,5.261
-0.531,5.724,9.804
4.367,4.422,4.986
8.688,5.021,3.73
4.465,5.521,4.292
4.68,4.904,4.451
12.538,-0.129,8.045
6.704,3.11,11.188
10.271,12.718,3.494
-0.401,5.669,9.938
8.32,4.987,4.235
10.262,11.608,5.824
6.269,3.166,11.12
-0.938,6.333,9.797
11.913,-0.778,6.125
1.388,6.084,-2.137
10.906,11.623,4.599
11.004,-1.023,5.243
12.298,0.151,7.432
10.173,10.173,9.245
4.002,4.034,4.804
6.502,5.008,-0.532
4.26,4.683,5.041
8.167,5.259,3.573
8.269,5.079,3.552
4.292,3.951,4.959
-1.387,6.364,9.586
10.632,12.597,3.449
3.484,4.39,4.358
10.927,9.617,9.428
9.973,9.309,9.248
1.057,6.035,-2.025
10.117,9.912,9.438
3.932,4.309,5.215
5.025,5.139,4.658
5.777,2.953,11.632
9.483,11.683,5.444
4.715,4.293,4.898
10.769,8.547,8.86
8.551,5.123,3.516
11.019,11.252,4.935
10.739,10.732,5.844
11.23,10.193,5.807
10.644,11.682,3.941
3.908,4.806,3.729
8.454,4.773,3.677
9.704,13.229,3.842
8.508,5.037,3.454
5.405,5.735,0.987
10.154,10.218,9.157
10.744,-1.634,4.503
11.571,-0.726,7.431
7.254,2.461,10.542
-0.575,5.831,10.041
6.564,3.443,10.425
7.9,5.576,3.746
6.956,2.898,10.564
10.351,9.927,9.05
10.517,9.636,8.92
10.669,9.573,8.93
7.226,4.389,11.275
11.597,10.17,6.52
-1.551,6.913,9.795
6.451,3.253,11.46
9.543,12.458,5.689
4.14,4.497,5.267
6.495,3.39,10.752
11.788,11.815,3.509
10.851,12.354,3.598
1.64,5.665,-2.135
4.569,4.357,4.312
12.044,-0.656,7.143
5.608,5.817,0.788
12.094,-0.028,7.046
2.319,5.304,-1.499
11.165,11.516,4.222
10.769,11.875,4.543
6.114,5.039,-0.273
4.023,4.395,4.323
6.127,5.078,-0.248
3.482,3.907,4.494
-0.874,6.039,9.295
11.615,-0.707,6.657
11.049,11.822,3.788
11.029,-1.284,4.23
8.505,5.389,3.775
-0.509,6.938,-1.689
10.572,9.433,8.827
5.846,3.376,11.25
11.883,11.654,3.511
9.84,9.34,8.72
11.077,10.503,6.182
7.249,2.739,10.153
6.295,2.84,10.786
6.238,3.352,10.971
4.769,4.713,4.534
4.835,5.558,3.934
1.237,6.164,-2.082
-1.092,6.153,9.146
10.726,11.306,4.114
-0.292,6.627,-1.639
10.917,-1.547,5.747
-1.473,7.35,10.012
6.493,2.583,10.86
6.219,3.516,10.832
10.776,12.3,3.628
-1.651,7.527,9.513
11.544,-0.81,6.291
-0.99,6.158,8.916
6.02,5.193,-0.089
-1.092,5.981,9.496
10.68,12.428,3.432
10.577,12.026,4.629
6.377,2.832,10.996
11.307,-1.298,5.003
-0.567,5.827,9.928
9.74,10.331,9.319
11.526,11.599,3.77
1.37,5.738,-1.669
8.688,5.235,3.687
-1.719,7.288,9.545
0.932,6.162,-1.824
10.588,-1.389,4.604
12.046,0.131,7.452
11.166,11.618,4.033
11.485,10.011,6.446
4.703,5.299,2.088
4.62,4.266,4.907
1.271,5.468,-2.106
6.682,3.173,11.359
-1.798,7.592,9.708
-0.73,5.848,9.677
11.671,-1.027,5.391
-0.556,5.825,10.036
-0.548,5.569,8.986
6.735,3.072,11.286
5.94,3.021,11.215
6.027,5.201,-0.051
6.61,3.241,10.841
1.043,6.028,-2.024
8.289,4.699,3.708
10.877,10.617,6.255
-1.182,6.298,9.155
4.341,5.055,4.708
8.568,4.892,3.686
0.893,5.936,-2.052
7.549,2.69,10.542
3.989,4.106,5.232
10.224,11.541,5.363
1.944,5.295,-1.784
12.027,11.939,3.315
-1.287,6.938,10.529
6.578,3.436,11.52
12.319,0.25,8.79
5.235,4.996,4.739
6.04,3.113,12.063
4.888,5.928,2.851
3.956,4.148,5.389
9.173,13.122,5.394
12.48,11.638,3.267
5.306,5.546,1.191
11.464,9.36,8.807
11.617,-1.197,5.47
-0.484,6.565,10.978
6.153,3.557,11.567
4.019,4.005,5.289
5.143,5.913,2.341
12.243,11.672,3.385
7.429,5.411,4.13
11.475,9.344,8.787
10.374,-1.596,3.973
-0.68,6.968,10.904
9.965,11.276,5.363
12.506,0.578,8.076
10.711,-1.884,3.996
6.317,3.271,12.044
10.072,11.09,5.374
3.445,3.622,5.244
5.765,6.126,1.025
12.488,11.619,3.27
9.44,10.848,9.431
6.553,4.833,-0.639
8.07,5.295,3.876
-0.288,6.237,10.757
11.701,-0.828,5.719
11.634,9.404,9.158
4.492,4.023,4.818
9.221,4.888,3.545
10.609,9.489,9.116
11.3,8.937,8.709
3.924,4.743,3.62
6.059,3.082,12.152
5.808,3.379,11.68
12.234,11.516,3.409
9.428,5.174,3.316
12.553,0.614,8.985
4.988,4.54,5.103
12.193,11.306,3.517
-0.486,5.642,9.808
12.753,0.968,8.958
4.968,5.361,1.683
12.255,11.664,3.384
6.496,4.809,-0.636
11.784,10.621,6.719
10.387,13.045,3.689
1.592,4.741,-1.848
7.395,3.186,10.348
6.035,5.453,-0.112
3.865,4.251,3.98
12.393,11.643,3.319
10.181,9.045,9.231
6.561,4.826,-0.639
5.224,5.332,0.993
3.518,3.735,5.183
10.283,11.724,6.136
11.487,8.585,8.596
10.47,11.73,4.726
8.701,4.326,3.914
8.044,4.593,3.843
12.184,11.362,3.492
-1.456,7.155,9.309
1.699,4.692,-1.841
6.478,2.955,10.637
11.712,9.099,9.105
11.541,11.054,4.04
-0.961,7.015,10.332
6.214,5.576,0.043
1.865,4.687,-1.796
4.359,4.364,4.065
12.763,1.074,9.109
0.915,6.15,-1.845
1.586,4.681,-1.898
4.754,5.784,2.847
5.994,5.413,-0.07
10.653,11.121,4.869
11.77,8.775,8.943
6.041,5.867,0.265
-0.834,6.292,10.424
9.385,10.875,9.416
-0.774,6.907,10.823
-0.822,5.931,9.109
-0.437,6.283,10.783
9.236,12.609,5.449
1.964,4.775,-1.867
9.9,-1.784,3.551
12.757,1.071,9.115
-0.471,6.899,-1.626
12.609,0.55,8.205
11.285,8.315,8.907
6.092,3.191,12.212
4.72,5.283,4.573
3.615,3.99,4.935
1.633,4.831,-1.727
11.807,10.323,6.729
7.363,2.577,10.584
11.811,8.705,8.974
8.447,5.37,4.065
1.944,4.702,-1.8
9.547,13.501,4.051
11.496,10.948,6.601
9.758,11.776,5.602
12.305,0.129,8.697
9.636,9.837,9.024
11.78,10.653,6.71
9.823,12.585,5.67
-0.652,6.988,10.918
11.155,-1.242,4.598
1.451,4.722,-1.827
5.57,5.904,1.442
11.598,8.934,9.068
4.119,4.186,4.122
6.416,3.173,11.96
11.031,-1.51,5.92
6.542,4.824,-0.634
4.428,4.434,5.133
3.414,3.568,5.226
5.926,2.914,11.133
12.56,0.613,8.953
-1.193,6.895,9.765
7.289,3.859,11.343
-1.337,6.438,9.668
3.833,3.833,5.336
9.92,11.93,5.594
-1.019,7.801,10.289
8.07,4.461,3.997
5.701,3.053,12.09
4.677,5.667,2.763
11.708,10.67,6.604
9.514,4.619,3.374
12.453,11.593,3.292
11.024,11.978,4.098
11.899,10.094,6.694
-0.34,6.405,-1.656
11.704,9.153,9.085
5.042,4.824,5.084
-0.947,6.789,10.767
10.697,12.017,4.134
-0.981,6.988,10.633
12.613,0.04,8.147
5.994,3.182,12.142
7.636,5.184,4.225
11.75,9.075,9.139
11.15,11.758,3.544
12.547,11.553,3.258
-1.676,7.654,9.503
11.649,10.501,6.778
4.715,5.425,4.553
11.711,10.68,6.662
5.769,5.722,0.634
7.365,3.853,11.267
1.489,5.637,-2.038
11.521,10.709,6.536
11.89,-0.792,6.141
9.667,4.507,3.306
0.547,5.889,-1.976
3.67,3.805,5.172
2.347,5.574,-1.913
2.05,4.578,-1.727
8.713,5.254,3.685
11.746,9.124,9.179
7.878,5.327,4.231
-0.828,7.311,10.725
9.495,12.957,3.88
12.472,11.626,3.274
9.232,4.319,3.546
-0.793,6.881,10.812
4.998,5.764,2.407
-0.954,6.843,10.831
-1.382,6.931,10.494
10.584,-1.609,3.809
5.619,3.081,11.667
6.655,3.353,10.668
10.692,8.756,9.091
4.693,5.526,4.229
10.707,-1.406,4.443
9.747,12.817,3.908
4.581,5.324,4.621
0.196,6.109,-1.954
6.217,2.898,10.75
9.719,10.459,9.513
4.866,5.879,2.934
7.748,5.247,3.844
7.308,2.75,10.232
-1.041,7.386,10.615
11.283,-0.97,6.762
11.406,-1.026,5.722
-1.274,7.585,9.909
6.771,3.137,11.347
4.706,5.288,4.666
4.862,4.774,4.832
9.405,9.476,8.689
10.589,12.953,3.592
4.212,4.222,3.729
6.378,5.08,-0.398
-1.472,7.504,9.437
0.659,5.5,-1.972
5.345,5.618,1.117
10.306,10.107,9.502
4.253,4.934,3.06
8.692,4.906,3.757
4.272,4.992,4.64
11.05,10.669,6.329
9.752,12.516,5.84
-0.931,7.02,10.711
0.926,6.095,-2.138
12.008,-0.385,8.167
9.711,12.253,5.873
6.858,3.144,10.991
6.139,3.522,10.712
4.669,4.794,4.977
9.655,12.667,5.634
11.572,12.388,3.274
9.558,12.472,4.029
6.443,5.145,-0.434
5.525,5.506,0.996
0.973,5.229,-1.854
9.395,10.608,8.945
10.442,9.65,9.738
11.375,-1.157,5.011
8.853,4.96,3.457
10.689,8.391,8.766
11.232,-1.316,6.377
9.356,10.269,9.031
10.455,12.286,3.859
10.351,9.105,8.963
11.432,11.666,3.851
9.545,9.141,8.733
6.01,2.786,11.114
11.689,8.246,9.13
4.139,4.245,4.334
10.369,11.232,5.443
4.311,4.249,4.236
10.232,9.393,8.932
-0.904,6.953,10.803
1.169,6.069,-1.917
9.657,12.229,5.824
10.631,12.405,3.458
5.863,5.163,0.006
6.33,2.942,11.034
11.063,12.418,3.649
9.748,12.77,5.577
3.687,3.714,4.38
3.578,4.406,4.212
-0.948,6.908,10.685
4.077,4.718,4.01
8.594,5.067,3.625
5.58,5.645,1.056
10.772,12.851,3.537
-1.343,7.612,9.663
2.192,4.743,-1.821
1.053,6.198,-2.17
10.85,9.197,8.979
11.323,10.346,6.378
-0.937,6.773,10.715
3.906,4.258,3.762
11.118,9.012,9.335
8.178,5.221,4.245
10.201,9.785,9.371
9.759,11.957,5.581
11.849,-0.949,5.795
4.139,4.529,4.557
1.217,5.312,-2.071
9.793,12.979,3.79
10.958,10.785,6.197
11.322,10.103,6.364
12.532,0.181,8.569
5.816,5.553,3.418
6.369,2.97,10.819
-0.777,6.232,10.226
11.023,10.837,6.278
8.468,5.314,3.97
4.09,4.065,5.338
1.0,6.185,-1.736
0.937,5.461,-2.105
10.398,12.336,3.729
6.241,2.973,10.743
1.183,5.516,-2.126
4.136,4.979,4.713
12.305,0.249,7.42
11.058,12.294,3.361
11.54,-1.28,5.087
0.604,5.469,-1.791
4.02,4.442,4.337
7.815,4.736,3.804
8.584,4.611,4.112
11.17,8.965,9.517
5.963,5.942,0.498
7.058,3.339,11.015
11.165,-1.479,6.121
4.022,4.073,5.254
-1.439,6.79,9.32
11.787,8.681,9.237
1.493,6.12,-1.879
12.174,-0.404,8.094
7.357,5.101,3.69
6.404,3.009,11.23
7.225,2.398,10.868
10.517,11.948,6.137
10.184,12.216,3.826
6.031,5.068,-0.189
2.347,5.589,-1.926
8.449,4.56,3.758
4.65,5.263,1.803
8.46,4.67,4.129
1.239,6.279,-2.168
10.843,9.449,9.561
1.1,6.132,-1.499
12.364,0.099,8.393
6.942,2.366,10.078
10.645,9.314,9.515
6.478,2.854,10.56
11.811,-0.405,7.983
9.55,9.166,8.741
12.039,-0.43,7.865
6.951,2.206,10.663
-0.817,6.768,10.805
9.821,12.759,3.747
4.458,4.167,5.241
10.896,8.75,9.121
11.973,11.864,3.343
8.214,5.467,3.98
5.916,3.413,11.245
5.554,5.838,1.1
0.457,5.552,-1.901
6.729,3.396,11.295
11.9,12.22,3.289
5.932,3.491,11.906
11.205,9.215,9.57
2.643,4.907,-1.822
11.651,12.391,3.253
7.717,5.468,3.98
6.405,3.14,11.283
6.404,3.484,10.828
11.356,9.013,9.57
1.074,6.486,-2.121
11.846,11.769,3.413
4.717,4.573,4.725
6.094,3.456,10.791
9.623,11.819,5.53
10.551,11.357,6.065
6.836,3.11,10.493
6.075,3.115,11.008
5.795,5.7,0.994
10.438,9.223,9.006
10.417,12.996,3.817
10.577,11.816,6.177
4.769,4.98,1.68
5.976,3.01,11.36
10.491,8.626,8.836
9.154,4.613,3.694
5.347,5.859,1.807
0.915,5.268,-1.85
11.651,-0.737,6.755
12.548,-0.086,8.165
10.5,8.862,8.937
-0.568,6.496,10.864
8.205,4.758,3.422
1.001,5.278,-1.751
5.852,3.411,11.033
8.359,4.55,3.745
11.354,-1.517,4.328
5.56,5.634,0.659
10.919,10.753,5.609
5.895,5.178,-0.027
0.09,6.3,-1.975
-1.126,6.582,10.348
6.204,2.882,10.993
5.393,5.369,0.835
2.592,5.069,-1.88
4.49,5.034,4.877
11.129,-1.213,4.755
5.878,5.127,-0.052
7.637,5.294,3.987
10.892,11.304,6.421
11.251,-1.328,6.219
10.877,8.445,9.04
10.861,8.281,8.842
11.641,12.35,3.422
10.367,11.129,5.409
9.138,4.489,3.507
-0.921,5.997,10.023
11.399,10.702,6.457
11.541,12.352,3.419
1.529,4.791,-1.88
-1.231,6.777,9.286
10.712,11.495,6.303
5.273,5.839,1.898
4.179,3.753,4.684
6.397,5.526,3.592
-1.355,7.335,10.235
1.238,5.633,-2.079
-0.949,6.94,10.737
-1.176,7.539,9.827
0.507,5.423,-1.767
6.65,5.352,3.585
4.53,4.662,4.958
11.398,11.597,3.858
-0.571,6.87,10.956
5.851,4.75,-0.215
6.13,5.041,-0.281
11.26,-1.216,6.094
8.299,4.544,3.693
12.004,-0.597,6.25
10.775,11.251,6.336
9.832,9.307,8.933
12.517,0.538,8.959
7.101,5.343,4.071
8.279,4.543,3.634
10.182,8.906,9.198
12.315,-0.416,7.645
6.505,5.471,3.719
1.142,5.096,-1.697
2.391,4.748,-1.687
-0.957,6.883,10.69
9.492,10.426,9.16
-0.996,5.994,9.711
5.491,3.25,11.579
11.923,-0.874,6.163
10.27,12.649,3.506
6.317,2.935,10.987
9.441,13.203,4.008
4.258,4.134,5.295
7.968,4.805,3.745
11.184,12.4,3.612
9.946,-1.763,3.356
5.541,5.47,0.457
-1.669,7.501,9.238
0.599,5.691,-1.815
-1.421,6.984,9.213
10.633,9.638,8.941
4.648,5.455,4.237
9.502,4.909,3.249
10.739,11.701,4.82
10.746,11.001,6.226
11.624,9.865,6.404
-0.577,5.644,9.305
5.519,5.586,1.161
12.148,-0.586,7.39
7.154,2.718,10.907
3.921,3.777,4.599
-1.711,7.791,9.664
11.564,11.743,3.501
7.456,2.872,10.404
5.589,5.346,0.376
10.794,-1.303,4.139
0.419,6.056,-1.894
7.475,2.726,10.651
10.833,8.891,8.852
10.606,-1.105,4.623
11.487,10.925,6.605
4.098,3.8,5.11
10.73,11.311,6.262
1.441,6.369,-2.158
-0.979,6.163,10.031
7.459,3.028,10.676
12.253,-0.553,7.275
10.557,11.715,4.648
6.318,2.912,11.026
10.592,12.064,4.437
4.097,4.022,5.328
4.528,5.235,2.376
11.351,11.698,3.76
12.256,-0.475,7.042
5.282,5.414,0.925
6.875,3.029,10.617
1.162,5.218,-1.687
10.577,12.092,3.769
9.976,10.536,9.483
4.825,5.793,2.677
9.233,4.521,3.785
10.154,13.053,3.826
11.086,10.908,6.315
4.687,5.139,4.198
11.585,-1.146,5.335
4.118,4.499,3.795
10.942,11.706,3.695
10.063,-1.625,3.677
11.195,11.568,3.987
10.383,-1.171,4.532
3.981,3.892,4.781
5.216,5.468,0.942
4.242,4.017,4.281
10.947,9.669,9.48
-1.107,6.416,9.785
9.74,10.341,9.387
11.254,10.777,6.413
-1.086,6.235,9.184
5.647,5.494,0.47
4.787,5.242,2.012
11.417,11.665,3.889
6.063,3.059,11.302
4.379,4.017,5.333
-1.326,6.723,9.701
-0.739,6.032,9.878
5.368,5.859,1.632
9.176,4.608,3.54
11.633,-1.019,5.163
11.523,11.621,3.804
5.952,3.525,10.977
-0.792,6.157,10.381
0.384,6.071,-1.699
11.565,8.932,9.008
9.487,12.216,5.495
11.059,9.547,9.15
-0.865,5.875,9.724
1.168,5.58,-1.973
9.445,4.333,3.743
10.886,11.05,6.264
9.793,11.793,5.655
11.25,-1.477,4.449
1.476,5.689,-1.548
6.005,2.968,11.239
10.437,9.393,9.294
10.341,11.697,5.771
5.0,5.801,2.206
4.431,3.961,5.286
4.573,5.282,4.292
1.145,5.712,-1.957
12.284,-0.055,7.301
6.116,2.797,11.47
1.188,6.116,-1.834
4.31,4.121,5.313
10.179,8.752,8.801
11.539,11.5,3.561
12.186,-0.372,7.572
1.256,5.444,-2.022
4.843,5.647,2.457
5.429,5.316,0.587
-0.322,6.494,-1.736
5.889,3.088,11.866
7.599,4.912,3.412
4.037,3.951,5.411
5.436,5.69,1.171
9.225,4.312,3.653
4.529,5.082,1.891
12.202,-0.336,8.183
-0.824,6.01,9.317
6.202,2.765,11.551
-1.199,7.362,10.609
10.374,11.575,5.718
-1.366,7.292,10.375
2.527,4.823,-1.437
7.434,3.258,10.673
8.65,5.299,3.773
10.266,11.514,5.279
8.834,5.126,3.64
-1.611,7.805,9.59
10.18,9.573,9.253
-1.085,6.636,10.659
11.189,-1.367,6.293
11.768,-0.65,5.884
10.892,9.377,8.984
4.983,5.604,2.172
11.84,-0.707,7.656
9.606,12.215,4.099
12.302,0.062,7.139
10.532,10.529,5.581
3.898,3.697,5.064
1.679,6.079,-1.832
11.558,12.232,3.427
9.556,9.661,9.036
11.615,11.823,3.761
10.769,11.254,4.834
10.016,10.321,9.032
9.665,10.002,8.904
11.598,11.809,3.613
4.785,5.652,2.677
6.063,2.718,11.591
8.136,4.704,3.793
11.343,8.248,8.958
3.988,4.937,3.718
6.265,3.015,11.078
5.033,5.722,1.879
10.539,11.12,5.729
7.602,5.331,4.041
6.267,3.075,11.333
9.251,12.158,4.693
10.661,9.517,8.954
4.83,5.283,4.174
10.798,11.297,6.1
5.025,5.352,1.613
6.273,2.732,11.338
10.193,9.337,9.02
8.785,5.099,3.591
11.202,8.523,9.331
0.568,5.582,-1.817
11.164,8.302,8.884
12.172,-0.587,7.286
5.403,6.059,2.378
8.565,5.071,4.019
10.094,8.79,8.639
5.224,5.313,0.999
9.606,11.519,5.491
5.394,5.822,0.995
2.208,5.842,-2.029
-1.11,6.455,9.989
-0.398,6.955,-1.755
5.518,5.373,0.463
5.114,5.565,1.554
3.963,3.844,4.143
8.126,4.939,4.228
5.688,5.651,0.505
9.401,12.329,5.511
10.504,11.292,5.851
9.285,9.613,8.88
9.937,9.225,8.767
9.533,12.797,5.539
10.888,11.955,3.79
4.712,4.454,5.072
8.984,4.803,3.838
4.753,5.132,4.726
9.873,12.246,5.942
3.866,5.004,3.754
2.43,5.109,-1.964
9.482,10.11,9.013
10.733,11.345,6.13
11.622,-1.028,5.099
-1.161,6.74,10.48
9.437,9.285,8.707
-1.053,6.083,10.055
4.499,4.316,4.342
1.651,5.381,-1.849
-0.54,5.838,10.164
4.548,4.072,5.206
11.114,8.616,8.715
-1.445,6.678,10.275
4.884,4.185,5.194
5.927,4.761,-0.286
10.361,13.076,3.647
8.799,4.551,3.357
9.276,10.977,9.372
9.903,11.757,5.937
10.93,8.854,9.068
11.191,-1.191,6.471
9.123,13.275,5.242
9.081,4.82,3.534
5.748,5.678,0.485
11.774,-0.749,7.529
10.124,-2.032,3.83
-1.01,7.287,10.675
10.827,-1.685,4.355
-0.983,7.803,10.42
6.673,2.632,10.462
11.945,0.227,7.642
5.911,5.51,0.255
7.144,3.041,10.836
5.762,3.268,11.524
4.111,4.158,5.358
10.522,12.036,6.204
11.955,12.222,3.274
1.807,5.851,-1.798
3.418,3.926,4.388
9.659,10.156,9.49
1.24,4.986,-1.86
9.466,12.905,3.9
11.189,9.492,9.582
9.442,10.484,9.23
8.871,5.289,3.635
2.42,5.274,-1.828
-1.465,7.281,10.186
10.402,11.955,4.671
12.05,0.117,8.351
10.876,-1.456,4.57
7.373,3.603,11.041
7.0,2.527,10.111
4.32,4.166,5.284
6.689,2.684,10.727
11.913,12.106,3.306
7.367,5.557,4.223
6.125,5.156,-0.115
9.876,11.794,4.134
1.236,5.1,-2.013
7.594,5.076,3.703
10.69,9.491,9.538
2.309,5.07,-1.782
8.32,4.952,3.74
10.99,12.023,4.083
10.609,10.857,5.874
7.073,2.47,10.028
-0.875,7.519,10.624
5.989,3.421,11.028
11.998,0.03,8.113
10.97,8.511,8.788
7.41,3.809,11.062
9.723,12.952,3.894
3.462,3.946,4.557
4.805,5.126,4.83
11.799,12.31,3.271
3.689,4.113,4.393
-0.099,6.131,-1.735
10.064,12.588,3.962
10.335,9.956,9.571
4.76,5.234,1.784
8.032,5.179,3.651
-1.615,7.835,9.662
8.469,5.182,3.975
1.573,5.393,-1.87
7.455,3.29,10.895
9.331,9.563,8.852
1.172,5.624,-2.096
9.303,9.558,8.815
11.199,10.798,6.367
9.736,13.126,3.848
1.623,4.872,-2.018
3.986,4.998,3.726
11.458,-0.753,7.251
10.048,11.853,5.992
10.209,11.602,6.02
9.728,12.237,5.595
10.226,11.475,5.989
4.735,5.546,2.271
10.383,11.399,5.907
10.254,-1.663,3.64
10.786,12.712,3.462
-1.126,7.442,10.579
11.427,12.42,3.357
8.168,4.697,4.326
4.129,4.134,5.319
4.116,4.064,4.054
8.823,4.718,3.447
-1.3,6.394,9.417
10.979,-0.891,6.092
-0.041,6.282,-1.887
11.143,12.322,3.338
9.777,12.109,5.437
11.845,-0.141,7.801
-0.667,5.675,9.189
7.019,3.447,10.99
1.927,5.24,-2.039
6.47,4.729,-0.674
4.783,5.536,3.899
-0.783,6.875,10.39
10.765,-1.391,4.404
10.255,11.659,6.049
11.218,-1.289,5.263
11.366,12.305,3.35
10.642,10.414,5.723
10.685,11.373,6.099
9.283,12.435,5.559
12.155,-0.484,7.507
5.295,5.262,0.833
10.341,10.074,9.432
7.819,5.275,4.423
11.656,12.174,3.349
8.421,4.642,4.183
11.777,12.197,3.31
9.374,10.101,9.1
12.574,0.195,8.566
8.503,4.85,4.218
8.345,4.959,3.733
4.49,4.752,4.937
10.27,10.129,9.353
8.539,4.531,4.105
-0.223,6.624,-1.792
-0.649,6.857,-1.529
-1.218,7.146,10.163
8.972,4.53,3.911
8.816,5.128,3.417
9.065,4.711,3.967
12.023,0.161,7.515
-1.025,6.118,9.314
8.788,5.183,3.549
-1.691,7.435,9.871
7.117,3.143,10.856
-0.644,6.9,-1.529
0.868,6.069,-2.0
4.86,4.445,5.237
7.368,3.474,10.964
10.456,11.994,4.647
-1.045,7.266,10.218
8.265,5.37,3.991
10.028,12.157,5.99
11.266,-1.198,5.437
11.644,-0.176,7.734
10.031,11.312,5.784
7.084,2.99,10.742
2.349,5.268,-1.92
6.54,4.795,-0.666
4.04,4.593,3.769
12.134,11.992,3.248
9.174,13.12,5.215
6.396,4.778,-0.598
11.274,-1.359,4.86
0.46,5.593,-1.789
-1.683,7.769,9.549
11.071,9.1,9.34
9.428,12.913,5.513
4.022,4.205,5.307
8.443,4.696,4.199
-1.16,7.809,10.209
10.984,11.075,6.294
7.435,3.267,10.882
10.129,12.407,3.828
7.07,2.922,10.745
-0.896,6.1,9.418
5.96,2.808,11.869
11.549,11.621,3.491
10.166,10.159,9.296
1.321,5.937,-1.762
6.214,4.858,-0.414
7.456,3.028,10.77
-1.12,7.613,10.05
-0.74,6.029,10.245
3.645,4.137,4.887
-1.328,6.483,9.453
5.966,4.9,-0.222
10.668,9.201,9.484
6.052,2.75,11.711
1.509,6.099,-1.78
12.017,0.062,8.42
4.584,5.246,2.248
11.738,12.217,3.422
7.677,4.91,3.6
11.402,12.29,3.496
10.664,12.101,4.0
3.943,4.217,5.321
7.166,3.56,11.09
-1.168,7.506,10.112
-1.486,7.88,9.808
-1.312,7.646,10.062
-1.03,7.717,10.576
8.601,5.33,3.601
10.584,12.14,4.275
6.064,4.97,-0.113
11.543,-1.141,5.121
11.879,11.762,3.482
4.778,5.388,4.078
10.713,9.92,9.614
11.353,11.222,3.971
10.373,11.346,5.956
6.369,3.382,10.941
11.006,9.385,9.424
4.726,4.394,5.241
8.895,5.07,3.522
6.268,5.44,3.489
8.86,5.076,3.478
4.066,4.803,3.88
10.674,9.462,9.506
9.798,9.404,8.987
11.071,10.426,6.28
11.156,11.49,6.18
1.026,5.399,-1.82
6.241,2.857,11.325
3.506,3.961,4.75
8.352,4.674,3.683
12.501,-0.222,7.911
6.249,5.306,-0.141
10.612,9.452,9.51
10.995,-1.424,4.725
11.096,11.093,6.356
4.766,5.585,2.201
0.95,5.4,-1.834
11.022,-1.613,5.808
4.296,4.09,5.345
11.298,-1.381,4.965
4.3,4.143,5.282
5.702,5.867,1.054
12.037,0.031,8.401
0.06,6.085,-1.786
-0.764,7.44,10.631
5.679,5.666,0.706
6.287,2.86,11.036
9.911,10.386,8.996
-0.109,6.402,-1.669
4.646,4.45,4.965
-0.89,7.583,10.51
4.824,5.391,1.865
3.419,3.869,4.48
9.745,11.838,5.516
0.604,5.511,-1.841
4.573,5.465,4.438
8.886,5.06,3.468
4.968,5.765,2.027
10.633,9.921,9.722
9.889,12.491,3.885
3.491,3.702,5.02
-0.604,6.654,-1.446
3.437,3.658,4.535
11.186,-1.089,5.493
8.862,4.797,3.416
0.846,6.162,-1.796
3.438,3.617,5.072
10.061,9.904,8.993
-1.368,7.448,9.964
4.534,4.74,4.868
10.678,-1.196,5.097
5.649,5.917,1.248
7.018,2.357,10.612
10.604,9.122,9.371
3.597,4.258,4.557
-0.611,5.689,9.152
11.411,11.857,3.489
-0.415,6.79,-1.622
5.085,5.018,0.921
9.537,10.385,9.354
0.759,5.858,-2.046
4.262,3.766,3.894
11.267,9.262,8.879
2.291,4.695,-1.654
8.164,5.199,3.945
9.54,4.363,3.288
10.683,11.105,5.973
7.899,4.954,4.213
-1.604,7.096,9.781
7.894,5.42,3.762
10.739,-1.447,5.345
11.101,-1.402,6.18
6.38,2.665,10.998
1.035,5.621,-1.839
3.93,4.789,4.246
7.661,5.131,4.158
11.445,11.762,3.508
9.443,13.428,3.908
5.095,4.951,0.839
9.904,12.52,4.135
1.204,5.567,-2.099
9.672,12.254,5.792
10.698,9.567,8.973
9.621,11.707,5.47
8.169,5.436,3.867
7.135,2.165,10.622
11.038,11.072,6.124
11.581,-1.112,6.055
-1.434,7.501,10.126
